"PSComputerName","State","Name","ProcessID","Description","PathName","Started","StartMode","StartName"
"DELLWIN10","Stopped","BcastDVRUserService_1a12ac","0","This user service is used for Game Recordings and Live Broadcasts","C:\Windows\system32\svchost.exe -k BcastDVRUserService","False","Manual",
"DELLWIN10","Stopped","BDESVC","0","BDESVC hosts the BitLocker Drive Encryption service. BitLocker Drive Encryption provides secure startup for the operating system, as well as full volume encryption for OS, fixed or removable volumes. This service allows BitLocker to prompt users for various actions related to their volumes when mounted, and unlocks volumes automatically without user interaction. Additionally, it stores recovery information to Active Directory, if available, and, if necessary, ensures the most recent recovery certificates are used.  Stopping or disabling the service would prevent users from leveraging this functionality.","C:\Windows\System32\svchost.exe -k netsvcs -p","False","Manual","localSystem"
"DELLWIN10","Stopped","BluetoothUserService_1a12ac","0","The Bluetooth user service supports proper functionality of Bluetooth features relevant to each user session.","C:\Windows\system32\svchost.exe -k BthAppGroup","False","Manual",
"DELLWIN10","Stopped","BTAGService","0","Service supporting the audio gateway role of the Bluetooth Handsfree Profile.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","BthAvctpSvc","0","This is Audio Video Control Transport Protocol service","C:\Windows\system32\svchost.exe -k LocalService -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","bthserv","0","The Bluetooth service supports discovery and association of remote Bluetooth devices.  Stopping or disabling this service may cause already installed Bluetooth devices to fail to operate properly and prevent new devices from being discovered or associated.","C:\Windows\system32\svchost.exe -k LocalService -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","CaptureService_1a12ac","0","OneCore Capture Service","C:\Windows\system32\svchost.exe -k LocalService -p","False","Manual",
"DELLWIN10","Stopped","ClipSVC","0","Provides infrastructure support for the Microsoft Store. This service is started on demand and if disabled applications bought using Windows Store will not behave correctly.","C:\Windows\System32\svchost.exe -k wsappx -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","COMSysApp","0","Manages the configuration and tracking of Component Object Model (COM)+-based components. If the service is stopped, most COM+-based components will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}","False","Manual","LocalSystem"
"DELLWIN10","Stopped","cphs","0","Intel(R) Content Protection HECI Service - enables communication with the Content Protection FW","C:\Windows\SysWow64\IntelCpHeciSvc.exe","False","Manual","LocalSystem"
"DELLWIN10","Stopped","CscService","0","The Offline Files service performs maintenance activities on the Offline Files cache, responds to user logon and logoff events, implements the internals of the public API, and dispatches interesting events to those interested in Offline Files activities and changes in cache state.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","defragsvc","0","Helps the computer run more efficiently by optimizing files on storage drives.","C:\Windows\system32\svchost.exe -k defragsvc","False","Manual","localSystem"
"DELLWIN10","Stopped","DeviceInstall","0","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","C:\Windows\system32\svchost.exe -k DcomLaunch -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","DevicePickerUserSvc_1a12ac","0","Device Picker","C:\Windows\system32\svchost.exe -k DevicesFlow","False","Manual",
"DELLWIN10","Stopped","DevicesFlowUserSvc_1a12ac","0","Device Discovery and Connecting","C:\Windows\system32\svchost.exe -k DevicesFlow","False","Manual",
"DELLWIN10","Stopped","DevQueryBroker","0","Enables apps to discover devices with a backgroud task","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","diagnosticshub.standardcollector.service","0","Diagnostics Hub Standard Collector Service. When running, this service collects real time ETW events and processes them.","C:\Windows\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe","False","Manual","LocalSystem"
"DELLWIN10","Stopped","diagsvc","0","Executes diagnostic actions for troubleshooting support","C:\Windows\System32\svchost.exe -k diagnostics","False","Manual","LocalSystem"
"DELLWIN10","Stopped","DmEnrollmentSvc","0","Performs Device Enrollment Activities for Device Management","C:\Windows\system32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","dmwappushservice","0","WAP Push Message Routing Service","C:\Windows\system32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","dot3svc","0","The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","localSystem"
"DELLWIN10","Stopped","DsmSvc","0","Enables the detection, download and installation of device-related software. If this service is disabled, devices may be configured with outdated software, and may not work correctly.","C:\Windows\system32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","Eaphost","0","The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication.","C:\Windows\System32\svchost.exe -k netsvcs -p","False","Manual","localSystem"
"DELLWIN10","Stopped","EFS","0","Provides the core file encryption technology used to store encrypted files on NTFS file system volumes. If this service is stopped or disabled, applications will be unable to access encrypted files.","C:\Windows\System32\lsass.exe","False","Manual","LocalSystem"
"DELLWIN10","Stopped","embeddedmode","0","The Embedded Mode service enables scenarios related to Background Applications.  Disabling this service will prevent Background Applications from being activated.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","EntAppSvc","0","Enables enterprise application management.","C:\Windows\system32\svchost.exe -k appmodel -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","Fax","0","Enables you to send and receive faxes, utilizing fax resources available on this computer or on the network.","C:\Windows\system32\fxssvc.exe","False","Manual","NT AUTHORITY\NetworkService"
"DELLWIN10","Stopped","fdPHost","0","The FDPHOST service hosts the Function Discovery (FD) network discovery providers. These FD providers supply network discovery services for the Simple Services Discovery Protocol (SSDP) and Web Services ? Discovery (WS-D) protocol. Stopping or disabling the FDPHOST service will disable network discovery for these protocols when using FD. When this service is unavailable, network services using FD and relying on these discovery protocols will be unable to find network devices or resources.","C:\Windows\system32\svchost.exe -k LocalService -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","FDResPub","0","Publishes this computer and resources attached to this computer so they can be discovered over the network.  If this service is stopped, network resources will no longer be published and they will not be discovered by other computers on the network.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","fhsvc","0","Protects user files from accidental loss by copying them to a backup location","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","FLEXnet Licensing Service","0","This service performs licensing functions on behalf of FLEXnet enabled products.","""C:\Program Files (x86)\Common Files\Macrovision Shared\FLEXnet Publisher\FNPLicensingService.exe""","False","Manual","LocalSystem"
"DELLWIN10","Stopped","FrameServer","0","Enables multiple clients to access video frames from camera devices.","C:\Windows\System32\svchost.exe -k Camera","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","gpsvc","0","The service is responsible for applying settings configured by administrators for the computer and users through the Group Policy component. If the service is disabled, the settings will not be applied and applications and components will not be manageable through Group Policy. Any components or applications that depend on the Group Policy component might not be functional if the service is disabled.","C:\Windows\system32\svchost.exe -k netsvcs -p","False","Auto","LocalSystem"
"DELLWIN10","Stopped","GraphicsPerfSvc","0","Graphics performance monitor service","C:\Windows\System32\svchost.exe -k GraphicsPerfSvcGroup","False","Manual","LocalSystem"
"DELLWIN10","Stopped","gupdate","0","Keeps your Google software up to date. If this service is disabled or stopped, your Google software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Google software using it.","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /svc","False","Auto","LocalSystem"
"DELLWIN10","Stopped","gupdatem","0","Keeps your Google software up to date. If this service is disabled or stopped, your Google software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Google software using it.","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc","False","Manual","LocalSystem"
"DELLWIN10","Stopped","hidserv","0","Activates and maintains the use of hot buttons on keyboards, remote controls, and other multimedia devices. It is recommended that you keep this service running.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","HvHost","0","Provides an interface for the Hyper-V hypervisor to provide per-partition performance counters to the host operating system.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","icssvc","0","Provides the ability to share a cellular data connection with another device.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","False","Manual","NT Authority\LocalService"
"DELLWIN10","Stopped","InstallService","0","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then installations will not function properly.","C:\Windows\System32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","IpxlatCfgSvc","0","Configures and enables translation from v4 to v6 and vice versa","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","irmon","0","Detects other Infrared devices that are in range and launches the file transfer application. Stopping the service will prevent file transfer from working","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","KtmRm","0","Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed, it is recommended that this service remain stopped. If it is needed, both MSDTC and KTM will start this service automatically. If this service is disabled, any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p","False","Manual","NT AUTHORITY\NetworkService"
"DELLWIN10","Stopped","lltdsvc","0","Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device.  If this service is disabled, the Network Map will not function properly.","C:\Windows\System32\svchost.exe -k LocalService -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","LxpSvc","0","Provides infrastructure support for deploying and configuring localized Windows resources. This service is started on demand and, if disabled, additional Windows languages will not be deployed to the system, and Windows may not function properly.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"DELLWIN10","Stopped","MapsBroker","0","Windows service for application access to downloaded maps. This service is started on-demand by application accessing downloaded maps. Disabling this service will prevent apps from accessing maps.","C:\Windows\System32\svchost.exe -k NetworkService -p","False","Auto","NT AUTHORITY\NetworkService"
"DELLWIN10","Stopped","MessagingService_1a12ac","0","Service supporting text messaging and related functionality.","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","False","Manual",
"DELLWIN10","Stopped","Microsoft Office Groove Audit Service","0",,"""C:\Program Files (x86)\Microsoft Office\Office12\GrooveAuditService.exe""","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","MozillaMaintenance","0","The Mozilla Maintenance Service ensures that you have the latest and most secure version of Mozilla Firefox on your computer. Keeping Firefox up to date is very important for your online security, and Mozilla strongly recommends that you keep this service enabled.","""C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe""","False","Manual","LocalSystem"
"DELLWIN10","Stopped","MSDTC","0","Coordinates transactions that span multiple resource managers, such as databases, message queues, and file systems. If this service is stopped, these transactions will fail. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\msdtc.exe","False","Manual","NT AUTHORITY\NetworkService"
"DELLWIN10","Stopped","MSiSCSI","0","Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","msiserver","0","Adds, modifies, and removes applications provided as a Windows Installer (*.msi, *.msp) package. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\msiexec.exe /V","False","Manual","LocalSystem"
"DELLWIN10","Stopped","NaturalAuthentication","0","Signal aggregator service, that evaluates signals based on time, network, geolocation, bluetooth and cdf factors. Supported features are Device Unlock, Dynamic Lock and Dynamo MDM policies","C:\Windows\system32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","NcaSvc","0","Provides DirectAccess status notification for UI components","C:\Windows\System32\svchost.exe -k NetSvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","NcdAutoSetup","0","Network Connected Devices Auto-Setup service monitors and installs qualified devices that connect to a qualified network. Stopping or disabling this service will prevent Windows from discovering and installing qualified network connected devices automatically. Users can still manually add network connected devices to a PC through the user interface.","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","Netman","0","Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","NetSetupSvc","0","The Network Setup Service manages the installation of network drivers and permits the configuration of low-level network settings.  If this service is stopped, any driver installations that are in-progress may be cancelled.","C:\Windows\System32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","NetTcpPortSharing","0","Provides ability to share TCP ports over the net.tcp protocol.","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","False","Disabled","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","NgcCtnrSvc","0","Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled, local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","NgcSvc","0","Provides process isolation for cryptographic keys used to authenticate to a user?s associated identity providers. If this service is disabled, all uses and management of these keys will not be available, which includes machine logon and single-sign on for apps and websites. This service starts and stops automatically. It is recommended that you do not reconfigure this service.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","odserv","0","Run portions of Microsoft Office Diagnostics.","""C:\Program Files (x86)\Common Files\Microsoft Shared\OFFICE12\ODSERV.EXE""","False","Manual","LocalSystem"
"DELLWIN10","Stopped","ose","0","Saves installation files used for updates and repairs and is required for the downloading of Setup updates and Watson error reports.","""C:\Program Files (x86)\Common Files\Microsoft Shared\Source Engine\OSE.EXE""","False","Manual","LocalSystem"
"DELLWIN10","Stopped","p2pimsvc","0","Provides identity services for the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services.  If disabled, the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services may not function, and some applications, such as HomeGroup and Remote Assistance, may not function correctly.","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","p2psvc","0","Enables multi-party communication using Peer-to-Peer Grouping.  If disabled, some applications, such as HomeGroup, may not function.","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","PeerDistSvc","0","This service caches network content from peers on the local subnet.","C:\Windows\System32\svchost.exe -k PeerDist","False","Manual","NT AUTHORITY\NetworkService"
"DELLWIN10","Stopped","PerfHost","0","Enables remote users and 64-bit processes to query performance counters provided by 32-bit DLLs. If this service is stopped, only local users and 32-bit processes will be able to query performance counters provided by 32-bit DLLs.","C:\Windows\SysWow64\perfhost.exe","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","PhoneSvc","0","Manages the telephony state on the device","C:\Windows\system32\svchost.exe -k LocalService -p","False","Manual","NT Authority\LocalService"
"DELLWIN10","Stopped","pla","0","Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters, then writes the data to a log or triggers an alert. If this service is stopped, performance information will not be collected. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","PNRPAutoReg","0","This service publishes a machine name using the Peer Name Resolution Protocol.  Configuration is managed via the netsh context 'p2p pnrp peer' ","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","PNRPsvc","0","Enables serverless peer name resolution over the Internet using the Peer Name Resolution Protocol (PNRP). If disabled, some peer-to-peer and collaborative applications, such as Remote Assistance, may not function.","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","PrintNotify","0","This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service, you won?t be able to see printer extensions or notifications.","C:\Windows\system32\svchost.exe -k print","False","Manual","LocalSystem"
"DELLWIN10","Stopped","PushToInstall","0","Provides infrastructure support for the Microsoft Store.  This service is started automatically and if disabled then remote installations will not function properly.","C:\Windows\System32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","QWAVE","0","Quality Windows Audio Video Experience (qWave) is a networking platform for Audio Video (AV) streaming applications on IP home networks. qWave enhances AV streaming performance and reliability by ensuring network quality-of-service (QoS) for AV applications. It provides mechanisms for admission control, run time monitoring and enforcement, application feedback, and traffic prioritization.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","RasAuto","0","Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address.","C:\Windows\System32\svchost.exe -k netsvcs -p","False","Manual","localSystem"
"DELLWIN10","Stopped","RemoteAccess","0","Offers routing services to businesses in local area and wide area network environments.","C:\Windows\System32\svchost.exe -k netsvcs","False","Disabled","localSystem"
"DELLWIN10","Stopped","RemoteRegistry","0","Enables remote users to modify registry settings on this computer. If this service is stopped, the registry can be modified only by users on this computer. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k localService -p","False","Disabled","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","RetailDemo","0","The Retail Demo service controls device activity while the device is in retail demo mode.","C:\Windows\System32\svchost.exe -k rdxgroup","False","Manual","LocalSystem"
"DELLWIN10","Stopped","rpcapd","0","Allows to capture traffic on this machine from a remote machine.","""C:\Program Files (x86)\WinPcap\rpcapd.exe"" -d -f ""C:\Program Files (x86)\WinPcap\rpcapd.ini""","False","Manual","LocalSystem"
"DELLWIN10","Stopped","RpcLocator","0","In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.","C:\Windows\system32\locator.exe","False","Manual","NT AUTHORITY\NetworkService"
"DELLWIN10","Stopped","ScDeviceEnum","0","Creates software device nodes for all smart card readers accessible to a given session. If this service is disabled, WinRT APIs will not be able to enumerate smart card readers.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"DELLWIN10","Stopped","SCPolicySvc","0","Allows the system to be configured to lock the user desktop upon smart card removal.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"DELLWIN10","Stopped","SDRSVC","0","Provides Windows Backup and Restore capabilities.","C:\Windows\system32\svchost.exe -k SDRSVC","False","Manual","localSystem"
"DELLWIN10","Stopped","seclogon","0","Enables starting processes under alternate credentials. If this service is stopped, this type of logon access will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","Sense","0","Windows Defender Advanced Threat Protection service helps protect against advanced threats by monitoring and reporting security events that happen on the computer.","""C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe""","False","Manual","LocalSystem"
"DELLWIN10","Stopped","SensorDataService","0","Delivers data from a variety of sensors","C:\Windows\System32\SensorDataService.exe","False","Manual","LocalSystem"
"DELLWIN10","Stopped","SensorService","0","A service for sensors that manages different sensors' functionality. Manages Simple Device Orientation (SDO) and History for sensors. Loads the SDO sensor that reports device orientation changes.  If this service is stopped or disabled, the SDO sensor will not be loaded and so auto-rotation will not occur. History collection from Sensors will also be stopped.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","SensrSvc","0","Monitors various sensors in order to expose data and adapt to system and user state.  If this service is stopped or disabled, the display brightness will not adapt to lighting conditions. Stopping this service may affect other system functionality and features as well.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","SessionEnv","0","Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop Services and Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders, RD themes, and RD certificates.","C:\Windows\System32\svchost.exe -k netsvcs -p","False","Manual","localSystem"
"DELLWIN10","Stopped","SharedAccess","0","Provides network address translation, addressing, name resolution and/or intrusion prevention services for a home or small office network.","C:\Windows\System32\svchost.exe -k netsvcs -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","SharedRealitySvc","0","This service is used for Spatial Perception scenarios","C:\Windows\system32\svchost.exe -k LocalService -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","shpamsvc","0","Manages profiles and accounts on a SharedPC configured device","C:\Windows\System32\svchost.exe -k netsvcs -p","False","Disabled","LocalSystem"
"DELLWIN10","Stopped","smphost","0","Host service for the Microsoft Storage Spaces management provider. If this service is stopped or disabled, Storage Spaces cannot be managed.","C:\Windows\System32\svchost.exe -k smphost","False","Manual","NT AUTHORITY\NetworkService"
"DELLWIN10","Stopped","SmsRouter","0","Routes messages based on rules to appropriate clients.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","False","Manual","NT Authority\LocalService"
"DELLWIN10","Stopped","SNMPTRAP","0","Receives trap messages generated by local or remote Simple Network Management Protocol (SNMP) agents and forwards the messages to SNMP management programs running on this computer. If this service is stopped, SNMP-based programs on this computer will not receive SNMP trap messages. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\snmptrap.exe","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","spectrum","0","Enables spatial perception, spatial input, and holographic rendering.","C:\Windows\system32\spectrum.exe","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","sppsvc","0","Enables the download, installation and enforcement of digital licenses for Windows and Windows applications. If the service is disabled, the operating system and licensed applications may run in a notification mode. It is strongly recommended that you not disable the Software Protection service.","C:\Windows\system32\sppsvc.exe","False","Auto","NT AUTHORITY\NetworkService"
"DELLWIN10","Stopped","ssh-agent","0","Agent to hold private keys used for public key authentication.","C:\Windows\System32\OpenSSH\ssh-agent.exe","False","Disabled","LocalSystem"
"DELLWIN10","Stopped","svsvc","0","Verifies potential file system corruptions.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","swprv","0","Manages software-based volume shadow copies taken by the Volume Shadow Copy service. If this service is stopped, software-based volume shadow copies cannot be managed. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k swprv","False","Manual","LocalSystem"
"DELLWIN10","Stopped","TermService","0","Allows users to connect interactively to a remote computer. Remote Desktop and Remote Desktop Session Host Server depend on this service.  To prevent remote use of this computer, clear the checkboxes on the Remote tab of the System properties control panel item.","C:\Windows\System32\svchost.exe -k NetworkService","False","Manual","NT Authority\NetworkService"
"DELLWIN10","Stopped","TieringEngineService","0","Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.","C:\Windows\system32\TieringEngineService.exe","False","Manual","localSystem"
"DELLWIN10","Stopped","tzautoupdate","0","Automatically sets the system time zone.","C:\Windows\system32\svchost.exe -k LocalService -p","False","Disabled","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","UevAgentService","0","Provides support for application and OS settings roaming","C:\Windows\system32\AgentService.exe","False","Disabled","LocalSystem"
"DELLWIN10","Stopped","UmRdpService","0","Allows the redirection of Printers/Drives/Ports for RDP connections","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","localSystem"
"DELLWIN10","Stopped","upnphost","0","Allows UPnP devices to be hosted on this computer. If this service is stopped, any hosted UPnP devices will stop functioning and no additional hosted devices can be added. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","VacSvc","0","Hosts spatial analysis for Mixed Reality audio simulation.","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","vds","0","Provides management services for disks, volumes, file systems, and storage arrays.","C:\Windows\System32\vds.exe","False","Manual","LocalSystem"
"DELLWIN10","Stopped","vmicguestinterface","0","Provides an interface for the Hyper-V host to interact with specific services running inside the virtual machine.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","vmicheartbeat","0","Monitors the state of this virtual machine by reporting a heartbeat at regular intervals. This service helps you identify running virtual machines that have stopped responding.","C:\Windows\system32\svchost.exe -k ICService -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","vmickvpexchange","0","Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","vmicrdv","0","Provides a platform for communication between the virtual machine and the operating system running on the physical computer.","C:\Windows\system32\svchost.exe -k ICService -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","vmicshutdown","0","Provides a mechanism to shut down the operating system of this virtual machine from the management interfaces on the physical computer.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","vmictimesync","0","Synchronizes the system time of this virtual machine with the system time of the physical computer.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","False","Manual","NT AUTHORITY\LocalService"
"DELLWIN10","Stopped","vmicvmsession","0","Provides a mechanism to manage virtual machine with PowerShell via VM session without a virtual network.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","vmicvss","0","Coordinates the communications that are required to use Volume Shadow Copy Service to back up applications and data on this virtual machine from the operating system on the physical computer.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","False","Manual","LocalSystem"
"DELLWIN10","Stopped","VSS","0","Manages and implements Volume Shadow Copies used for backup and other purposes. If this service is stopped, shadow copies will be unavailable for backup and the backup may fail. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\vssvc.exe","False","Manual","LocalSystem"
